#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Streptococcus	Unknown	294_SPSE	NZ_JVMO01000044.1	36600	49924	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JVMO01000044.1&start=36600&end=49924
Streptococcus	Unknown	294_SPSE	NZ_JVMO01000058.1	0	6904	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVMO01000058.1&start=0&end=6904
Streptococcus	Unknown	294_SPSE	NZ_JVMO01000058.1	14999	36139	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVMO01000058.1&start=14999&end=36139
Streptococcus	Unknown	294_SPSE	NZ_JVMO01000071.1	108670	118973	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JVMO01000071.1&start=108670&end=118973
Streptococcus	Unknown	SMRU545	NZ_CKLX01000001.1	0	21677	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000001.1&start=0&end=21677
Streptococcus	Unknown	SMRU545	NZ_CKLX01000015.1	0	13246	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000015.1&start=0&end=13246
Streptococcus	Unknown	SMRU545	NZ_CKLX01000017.1	14068	28654	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000017.1&start=14068&end=28654
Streptococcus	Unknown	SMRU545	NZ_CKLX01000033.1	5432	15729	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000033.1&start=5432&end=15729
Streptococcus	Unknown	SMRU545	NZ_CKLX01000034.1	0	9016	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000034.1&start=0&end=9016
Streptococcus	Unknown	SMRU545	NZ_CKLX01000042.1	5633	14902	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000042.1&start=5633&end=14902
Streptococcus	Unknown	SMRU545	NZ_CKLX01000059.1	0	5967	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CKLX01000059.1&start=0&end=5967
Streptococcus	Unknown	32005	NZ_CMTE01000001.1	86420	110821	thiopeptide lap hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000001.1&start=86420&end=110821
Streptococcus	Unknown	32005	NZ_CMTE01000005.1	69262	90970	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000005.1&start=69262&end=90970
Streptococcus	Unknown	32005	NZ_CMTE01000006.1	0	8509	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000006.1&start=0&end=8509
Streptococcus	Unknown	32005	NZ_CMTE01000011.1	51223	60028	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000011.1&start=51223&end=60028
Streptococcus	Unknown	32005	NZ_CMTE01000018.1	0	12721	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000018.1&start=0&end=12721
Streptococcus	Unknown	32005	NZ_CMTE01000023.1	15786	26083	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000023.1&start=15786&end=26083
Streptococcus	Unknown	32005	NZ_CMTE01000027.1	18110	33981	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000027.1&start=18110&end=33981
Streptococcus	Unknown	32005	NZ_CMTE01000029.1	17556	28423	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000029.1&start=17556&end=28423
Streptococcus	Unknown	32005	NZ_CMTE01000030.1	8538	18838	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000030.1&start=8538&end=18838
Streptococcus	Unknown	32005	NZ_CMTE01000031.1	6473	16770	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CMTE01000031.1&start=6473&end=16770
Streptococcus	Unknown	0252	NZ_CHWI01000002.1	83465	123474	hr-t2pks lanthipeptide-class-i hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000002.1&start=83465&end=123474
Streptococcus	Unknown	0252	NZ_CHWI01000006.1	25506	37660	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000006.1&start=25506&end=37660
Streptococcus	Unknown	0252	NZ_CHWI01000020.1	25538	36298	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000020.1&start=25538&end=36298
Streptococcus	Unknown	0252	NZ_CHWI01000026.1	0	21708	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000026.1&start=0&end=21708
Streptococcus	Unknown	0252	NZ_CHWI01000033.1	14973	21869	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000033.1&start=14973&end=21869
Streptococcus	Unknown	0252	NZ_CHWI01000048.1	0	9553	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000048.1&start=0&end=9553
Streptococcus	Unknown	0252	NZ_CHWI01000050.1	6268	12219	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000050.1&start=6268&end=12219
Streptococcus	Unknown	0252	NZ_CHWI01000065.1	0	6635	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CHWI01000065.1&start=0&end=6635
Streptococcus	Unknown	DD13	NZ_KQ969506.1	801977	843150	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ969506.1&start=801977&end=843150
Streptococcus	Unknown	DD21	NZ_KQ970183.1	40520	50787	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970183.1&start=40520&end=50787
Streptococcus	Unknown	DD21	NZ_KQ970184.1	18372	59545	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970184.1&start=18372&end=59545
Streptococcus	Unknown	DD21	NZ_KQ970196.1	0	5246	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970196.1&start=0&end=5246
Streptococcus	Unknown	HMSC062D07	NZ_KV815326.1	155926	197099	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV815326.1&start=155926&end=197099
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000001.1	84335	106518	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000001.1&start=84335&end=106518
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000016.1	14656	30832	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000016.1&start=14656&end=30832
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000016.1	84249	105362	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000016.1&start=84249&end=105362
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000016.1	159551	180199	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000016.1&start=159551&end=180199
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000016.1	208745	229879	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000016.1&start=208745&end=229879
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000016.1	272676	282976	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000016.1&start=272676&end=282976
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000043.1	0	14504	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000043.1&start=0&end=14504
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000045.1	0	34409	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000045.1&start=0&end=34409
Streptococcus	Unknown	CCUG 63747	NZ_MUXR01000071.1	0	6499	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXR01000071.1&start=0&end=6499
Streptococcus	Unknown	UMB0050	NZ_PKII01000001.1	355822	367976	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PKII01000001.1&start=355822&end=367976
Streptococcus	Unknown	UMB0050	NZ_PKII01000007.1	36159	77332	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PKII01000007.1&start=36159&end=77332
Streptococcus	Unknown	UMB0029	NZ_PNGD01000001.1	18777	67149	lanthipeptide-class-ii lap thiopeptide hybrid	false	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/area?record=NZ_PNGD01000001.1&start=18777&end=67149
Streptococcus	Unknown	UMB0029	NZ_PNGD01000013.1	51743	62040	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNGD01000013.1&start=51743&end=62040
Streptococcus	Unknown	UMB0029	NZ_PNGD01000002.1	271	37768	ras-ripp furan hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNGD01000002.1&start=271&end=37768
Streptococcus	Unknown	UMB0029	NZ_PNGD01000003.1	103265	144438	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNGD01000003.1&start=103265&end=144438
Streptococcus	Unknown	UMB0029	NZ_PNGD01000009.1	67001	79155	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNGD01000009.1&start=67001&end=79155
Streptococcus	Unknown	emm92	NZ_CP035445.1	385713	397593	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035445.1&start=385713&end=397593
Streptococcus	Unknown	emm92	NZ_CP035445.1	546980	570747	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035445.1&start=546980&end=570747
Streptococcus	Unknown	emm92	NZ_CP035445.1	667127	708303	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035445.1&start=667127&end=708303
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000011.1	41632	51932	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000011.1&start=41632&end=51932
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000001.1	11339	36456	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000001.1&start=11339&end=36456
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000021.1	0	33598	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000021.1&start=0&end=33598
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000002.1	133074	145294	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000002.1&start=133074&end=145294
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000004.1	14772	30473	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000004.1&start=14772&end=30473
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000004.1	83509	104622	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000004.1&start=83509&end=104622
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000053.1	0	3855	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000053.1&start=0&end=3855
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000007.1	21181	41535	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000007.1&start=21181&end=41535
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000007.1	69784	90918	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000007.1&start=69784&end=90918
Streptococcus	Unknown	CCUG 72029	NZ_RXXJ01000009.1	0	34860	nrps-like	true	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/area?record=NZ_RXXJ01000009.1&start=0&end=34860
Streptococcus	Unknown	P4569CNA2	NZ_JAHCZO010000010.1	26091	57305	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHCZO010000010.1&start=26091&end=57305
Streptococcus	Unknown	P4569CNA2	NZ_JAHCZO010000008.1	42046	92400	nrps	false	nisin Q	36	BGC0000536	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAHCZO010000008.1&start=42046&end=92400
Streptococcus	Unknown	ZFJ15	NZ_JAIMDS010000001.1	0	36926	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAIMDS010000001.1&start=0&end=36926
Streptococcus	Unknown	ZFJ15	NZ_JAIMDS010000024.1	16977	33742	lanthipeptide-class-ii	true	suicin 3908	88	BGC0001787	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAIMDS010000024.1&start=16977&end=33742
Streptococcus	Unknown	ZFJ15	NZ_JAIMDS010000003.1	44290	56510	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAIMDS010000003.1&start=44290&end=56510
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	52062	64216	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=52062&end=64216
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	500433	541591	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=500433&end=541591
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	798474	828453	thiopeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=798474&end=828453
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	981841	992129	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=981841&end=992129
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	1188115	1218196	lanthipeptide-class-i lanthipeptide-class-ii hybrid	false	suicin 3908	88	BGC0001787	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=1188115&end=1218196
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	1937144	1967694	ras-ripp ripp-like hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=1937144&end=1967694
Streptococcus	Unknown	GUT-183	NZ_AP025331.1	2067411	2087690	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025331.1&start=2067411&end=2087690
Streptococcus	Unknown	1648	NZ_CP094226.1	27855	40009	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP094226.1&start=27855&end=40009
Streptococcus	Unknown	1648	NZ_CP094226.1	1444708	1485881	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP094226.1&start=1444708&end=1485881
Streptococcus	Unknown	S63	NZ_JALDTX010000010.1	0	19254	lap	true	streptolysin S	88	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000010.1&start=0&end=19254
Streptococcus	Unknown	S63	NZ_JALDTX010000013.1	22832	63060	nrps	true	equibactin	28	BGC0000347	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000013.1&start=22832&end=63060
Streptococcus	Unknown	S63	NZ_JALDTX010000021.1	13439	33736	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000021.1&start=13439&end=33736
Streptococcus	Unknown	S63	NZ_JALDTX010000028.1	0	14697	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000028.1&start=0&end=14697
Streptococcus	Unknown	S63	NZ_JALDTX010000002.1	0	16618	ripp-like	true	ubericin K	18	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000002.1&start=0&end=16618
Streptococcus	Unknown	S63	NZ_JALDTX010000003.1	82693	139469	nrps nrp-metallophore hybrid	false	equibactin	28	BGC0000347	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDTX010000003.1&start=82693&end=139469
Streptococcus	Unknown	S39	NZ_JALDUM010000001.1	293016	313934	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000001.1&start=293016&end=313934
Streptococcus	Unknown	S39	NZ_JALDUM010000001.1	1083370	1124543	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000001.1&start=1083370&end=1124543
Streptococcus	Unknown	S39	NZ_JALDUM010000002.1	303238	323832	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000002.1&start=303238&end=323832
Streptococcus	Unknown	S39	NZ_JALDUM010000003.1	41776	52073	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000003.1&start=41776&end=52073
Streptococcus	Unknown	S39	NZ_JALDUM010000003.1	112969	126792	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000003.1&start=112969&end=126792
Streptococcus	Unknown	S39	NZ_JALDUM010000004.1	117348	129502	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALDUM010000004.1&start=117348&end=129502
Streptococcus	Unknown	03	NZ_JAKEJM010000001.1	121077	134547	ripp-like	false	ubericin K	62	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEJM010000001.1&start=121077&end=134547
Streptococcus	Unknown	03	NZ_JAKEJM010000001.1	376782	417958	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEJM010000001.1&start=376782&end=417958
Streptococcus	Unknown	03	NZ_JAKEJM010000004.1	48729	58963	ripp-like	false	iturin	22	BGC0001098	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEJM010000004.1&start=48729&end=58963
Streptococcus	Unknown	03	NZ_JAKEJM010000007.1	14246	24477	ripp-like	false	uberolysin	85	BGC0000494	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKEJM010000007.1&start=14246&end=24477
Streptococcus	Unknown	TCV107	NZ_CP029207.1	298528	318175	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP029207.1&start=298528&end=318175
Streptococcus	Unknown	TCV107	NZ_CP029207.1	485899	509653	lap	false	streptolysin S	88	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP029207.1&start=485899&end=509653
Streptococcus	Unknown	TCV107	NZ_CP029207.1	625330	666503	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP029207.1&start=625330&end=666503
Streptococcus	Unknown	AM110-09	NZ_JAQDSK010000018.1	0	30272	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDSK010000018.1&start=0&end=30272
Streptococcus	Unknown	AM110-09	NZ_JAQDSK010000024.1	2744	12963	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDSK010000024.1&start=2744&end=12963
Streptococcus	Unknown	NCTC8227	NZ_LS483399.1	366034	377914	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483399.1&start=366034&end=377914
Streptococcus	Unknown	NCTC8227	NZ_LS483399.1	524480	548247	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483399.1&start=524480&end=548247
Streptococcus	Unknown	NCTC8227	NZ_LS483399.1	645640	686816	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483399.1&start=645640&end=686816
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	84142	94373	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=84142&end=94373
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	146584	167116	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=146584&end=167116
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	554469	567771	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=554469&end=567771
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	694205	704505	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=694205&end=704505
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	1581521	1622694	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=1581521&end=1622694
Streptococcus	Unknown	GPSC70	NZ_LR216030.1	1835059	1845356	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216030.1&start=1835059&end=1845356
Streptococcus	Unknown	UoS4165	NZ_FYSI01000006.1	84395	90469	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYSI01000006.1&start=84395&end=90469
Streptococcus	Unknown	UoS4165	NZ_FYSI01000001.1	0	29911	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYSI01000001.1&start=0&end=29911
Streptococcus	Unknown	UoS4165	NZ_FYSI01000007.1	32408	50332	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYSI01000007.1&start=32408&end=50332
Streptococcus	Unknown	UoS4165	NZ_FYSI01000024.1	22733	32994	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYSI01000024.1&start=22733&end=32994
Streptococcus	Unknown	UoS4165	NZ_FYSI01000012.1	11882	22182	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FYSI01000012.1&start=11882&end=22182
Streptococcus	Unknown	GBS-M002	NZ_CP013908.1	673780	715976	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP013908.1&start=673780&end=715976
Streptococcus	Unknown	GBS-M002	NZ_CP013908.1	1255248	1296421	t3pks	false	rifamycin	3	BGC0000136	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP013908.1&start=1255248&end=1296421
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000007.1	13934	27033	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000007.1&start=13934&end=27033
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000007.1	92966	103766	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000007.1&start=92966&end=103766
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000013.1	10993	21290	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000013.1&start=10993&end=21290
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000021.1	5306	28261	lanthipeptide-class-ii	false	thermophilin 1277	30	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000021.1&start=5306&end=28261
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000002.1	27794	50296	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000002.1&start=27794&end=50296
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000018.1	29712	40012	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000018.1&start=29712&end=40012
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000009.1	0	9320	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000009.1&start=0&end=9320
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000023.1	0	19448	thiopeptide lap hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000023.1&start=0&end=19448
Streptococcus	Unknown	3063STDY5801771	NZ_FZCI01000008.1	49550	90723	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZCI01000008.1&start=49550&end=90723
Streptococcus	Unknown		NZ_OU540594.1	277943	290040	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OU540594.1&start=277943&end=290040
Streptococcus	Unknown		NZ_OU540594.1	578792	619959	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OU540594.1&start=578792&end=619959
Streptococcus	Unknown		NZ_OU540594.1	1851108	1869940	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OU540594.1&start=1851108&end=1869940
Streptococcus	Unknown		NZ_LR822032.1	97958	121908	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=97958&end=121908
Streptococcus	Unknown		NZ_LR822032.1	262122	305014	nrps-like	false	asukamycin	4	BGC0000187	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=262122&end=305014
Streptococcus	Unknown		NZ_LR822032.1	518714	539848	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=518714&end=539848
Streptococcus	Unknown		NZ_LR822032.1	823375	846602	ras-ripp	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=823375&end=846602
Streptococcus	Unknown		NZ_LR822032.1	865870	883636	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=865870&end=883636
Streptococcus	Unknown		NZ_LR822032.1	925072	968069	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=925072&end=968069
Streptococcus	Unknown		NZ_LR822032.1	1534619	1549255	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=1534619&end=1549255
Streptococcus	Unknown		NZ_LR822032.1	1764864	1787024	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR822032.1&start=1764864&end=1787024
Streptococcus	Unknown	AF11-3H	NZ_JAQCTS010000001.1	47408	59562	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQCTS010000001.1&start=47408&end=59562
Streptococcus	Unknown	AF11-3H	NZ_JAQCTS010000008.1	0	26978	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQCTS010000008.1&start=0&end=26978
Streptococcus	equi	SEZ46	NZ_CP065191.1	153991	164282	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=153991&end=164282
Streptococcus	equi	SEZ46	NZ_CP065191.1	529210	552985	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=529210&end=552985
Streptococcus	equi	SEZ46	NZ_CP065191.1	564411	576565	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=564411&end=576565
Streptococcus	equi	SEZ46	NZ_CP065191.1	1676311	1695139	ripp-like	false	ubericin K	18	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=1676311&end=1695139
Streptococcus	equi	SEZ46	NZ_CP065191.1	1763528	1773723	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=1763528&end=1773723
Streptococcus	equi	SEZ46	NZ_CP065191.1	2077304	2111127	furan rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065191.1&start=2077304&end=2111127
Streptococcus	Unknown	YZDH1	NZ_CP065430.1	1202079	1224623	lanthipeptide-class-ii ripp-like hybrid	false	thermophilin 1277	30	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065430.1&start=1202079&end=1224623
Streptococcus	Unknown	YZDH1	NZ_CP065430.1	1868639	1909794	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP065430.1&start=1868639&end=1909794
